TransactionID,CustomerID,Firstname,Lastname,ProductID,Product_Name,Product_Category,Product_Quantity,Purchase_Price,Purchase_Date,Country,,
572,672,Victoria,Larson,266,Coffee Maker,Home Appliances,5,146.49,2023-08-17,Tuvalu,,
573,673,William,Lewis,240,Coffee Maker,Home Appliances,2,491.8,2023-07-04,Sierra Leone,,
574,674,Samantha,Ellison,265,Router,Electronics,2,494.75,2024-01-28,Montenegro,,
575,675,Andrew,Kelly,217,Headphones,Electronics,3,843.57,2023-10-06,Haiti,,
576,676,David,Evans,273,Camera,Electronics,1,489.76,2023-11-28,Mongolia,,
577,677,Misty,Mcguire,222,Printer,Electronics,5,510.38,2024-01-01,Sweden,,
578,678,Sabrina,Davis,282,Coffee Maker,Home Appliances,4,421.47,2023-10-20,Argentina,,
579,679,Jane,Deleon,298,Air Conditioner,Home Appliances,2,91.84,2023-11-02,Guernsey,,
580,680,Timothy,Martinez,298,Television,Electronics,3,42.37,2023-09-22,San Marino,,
581,681,Tanya,Walters,280,Router,Electronics,3,176.53,2023-11-21,Austria,,
582,682,Emma,Cunningham,241,Electric Kettle,Home Appliances,4,554.23,2024-01-07,Qatar,,
583,683,Michael,Osborn,257,Smart Bulb,Electronics,1,275.21,2024-04-13,Nauru,,
584,684,Courtney,Roberts,250,Heater,Home Appliances,1,762.4,2023-08-22,Bulgaria,,
585,685,Kenneth,Williams,251,Heater,Home Appliances,2,989.88,2023-10-05,Belize,,
586,686,Patricia,Anderson,217,Television,Electronics,3,876.06,2023-12-29,Moldova,,
587,687,Matthew,Gonzalez DDS,294,Tablet,Electronics,3,355.09,2024-01-15,Egypt,,
588,688,Ricardo,Morris,273,Tablet,Electronics,1,777.88,2023-07-30,Bouvet Island (Bouvetoya),,
589,689,Jacob,Lee,244,Television,Electronics,5,692.24,2024-02-11,Palau,,
590,690,Caroline,Bailey,256,Microwave,Home Appliances,5,147.84,2024-02-23,Cameroon,,
591,691,Robert,Gonzalez,247,Television,Electronics,1,574.37,2023-08-25,Saudi Arabia,,
592,692,Ashley,Brown,279,Electric Kettle,Home Appliances,5,176.69,2024-06-19,Cameroon,,
593,693,Donna,Cooper,214,Washing Machine,Home Appliances,5,274.67,2023-10-22,Korea,,
594,694,Daniel,Medina,226,Headphones,Electronics,4,919.58,2024-01-24,Maldives,,
595,695,John,Blair,218,Microwave,Home Appliances,2,257.18,2024-03-21,Qatar,,
596,696,Kevin,Alvarado,205,Vacuum Cleaner,Home Appliances,4,494.56,2023-10-03,Chile,,
597,697,Richard,Williamson,206,Coffee Maker,Home Appliances,4,457.47,2023-12-23,Palau,,
598,698,Matthew,Alvarado,284,Printer,Electronics,5,752.3,2023-11-12,Tonga,,
599,699,Sean,Banks,229,Air Conditioner,Home Appliances,4,334.02,2023-11-20,Madagascar,,
600,700,Ethan,Delacruz,268,Laptop,Electronics,4,638.49,2023-07-30,Colombia,,
601,701,Judith,House,202,Refrigerator,Home Appliances,5,403.74,2023-07-11,Egypt,,
602,702,John,Garner,202,Vacuum Cleaner,Home Appliances,4,275.85,2023-11-07,Poland,,
603,703,Eric,Ferrell,264,Toaster,Home Appliances,5,582.15,2023-10-11,Sudan,,
604,704,Sherry,Zamora,203,Toaster,Home Appliances,1,55.48,2024-01-27,Yemen,,
605,705,Glenn,Long,217,Blender,Home Appliances,1,930.14,2023-07-30,Saint Lucia,,
606,706,Megan,Salas,287,Tablet,Electronics,4,10.67,2023-09-22,Israel,,
607,707,Jessica,Edwards,277,Vacuum Cleaner,Home Appliances,2,883.33,2023-10-31,Kiribati,,
608,708,Matthew,Carpenter,287,Microwave,Home Appliances,3,102.41,2024-05-01,Cook Islands,,
609,709,Michael,Roach,217,Washing Machine,Home Appliances,1,378.13,2023-12-10,United States of America,,
610,710,Timothy,Stark,240,Smartphone,Electronics,4,629.35,2023-07-22,Micronesia,,
611,711,Bailey,Stewart,218,Printer,Electronics,1,706.66,2024-04-03,Antarctica (the territory South of 60 deg S),,
612,712,William,Ali,238,Television,Electronics,4,87.16,2023-12-15,Samoa,,
613,713,Taylor,Hill,299,Router,Electronics,4,19.19,2023-09-06,Botswana,,
614,714,Phillip,Salazar,234,Refrigerator,Home Appliances,4,697.09,2024-02-16,Mongolia,,
615,715,David,Mcdaniel,245,Refrigerator,Home Appliances,2,389.24,2023-07-26,Portugal,,
616,716,Jonathan,Jacobs,291,Laptop,Electronics,3,373.89,2024-03-04,Holy See (Vatican City State),,
617,717,Katherine,Taylor,224,Microwave,Home Appliances,4,775.73,2023-09-21,Antigua and Barbuda,,
618,718,Alexis,Nelson,252,Headphones,Electronics,1,535.2,2023-09-20,Samoa,,
619,719,Norma,Jones DVM,256,Smart Bulb,Electronics,2,445.7,2024-05-27,New Zealand,,
620,720,Sharon,Clay,254,Headphones,Electronics,4,619.92,2023-11-30,Singapore,,
621,721,Samantha,Cortez,250,Vacuum Cleaner,Home Appliances,1,897.63,2024-02-18,Wallis and Futuna,,
622,722,Kimberly,Davidson,290,Laptop,Electronics,5,732.71,2024-04-26,Argentina,,
623,723,Jesus,Rich,231,Coffee Maker,Home Appliances,3,793.17,2024-01-13,Martinique,,
624,724,Mrs. Jasmine,Hubbard,206,Smartwatch,Electronics,1,255.69,2023-09-07,French Guiana,,
625,725,Eric,Carey,259,Blender,Home Appliances,3,213.39,2023-08-29,Jamaica,,
626,726,Amy,Black,218,Printer,Electronics,3,649.71,2023-12-23,Switzerland,,
627,727,Nathan,Wilson,299,Tablet,Electronics,4,121.62,2024-02-08,Wallis and Futuna,,
628,728,Jenna,Morris,203,Electric Kettle,Home Appliances,1,533,2023-09-03,Korea,,
629,729,Stephanie,Khan,211,Camera,Electronics,3,140.66,2023-10-01,Gibraltar,,
630,730,Michelle,Martin,293,Toaster,Home Appliances,5,686.11,2023-08-12,Bermuda,,
631,731,Madison,Miller,290,Refrigerator,Home Appliances,1,591.49,2023-11-22,Saint Lucia,,
632,732,Lisa,Moore,270,Smartwatch,Electronics,2,49.43,2023-11-20,Aruba,,
633,733,George,Savage,219,Printer,Electronics,5,293.62,2023-08-27,Trinidad and Tobago,,
634,734,Michael,Barnes,239,Coffee Maker,Home Appliances,4,91.6,2024-04-04,Seychelles,,
635,735,Christopher,Roach,225,Smartwatch,Electronics,1,316.81,2023-06-27,Niger,,
636,736,Jimmy,Foley,269,Headphones,Electronics,5,333.48,2024-05-04,Albania,,
637,737,Cynthia,Chapman,260,Smartwatch,Electronics,4,732.66,2023-12-19,Ireland,,
638,738,Kyle,Sanchez,270,Smartphone,Electronics,2,95.35,2023-10-12,Nicaragua,,
639,739,Samantha,Williams,218,Refrigerator,Home Appliances,4,616.17,2023-07-17,Palau,,
640,740,Scott,Estrada,277,Smartwatch,Electronics,2,128.25,2023-10-19,Greenland,,
641,741,Jason,Thompson,286,Smartphone,Electronics,2,501.45,2023-10-14,New Caledonia,,
642,742,Linda,Cobb,222,Heater,Home Appliances,5,785.16,2023-12-19,San Marino,,
643,743,Andrew,Mack,241,Microwave,Home Appliances,3,135.66,2023-11-16,Ukraine,,
644,744,Olivia,Bridges,208,Refrigerator,Home Appliances,1,341.66,2023-10-17,Latvia,,
645,745,Scott,Murphy,252,Washing Machine,Home Appliances,5,73.23,2024-01-15,Cote d'Ivoire,,
646,746,Anthony,Duncan,280,Tablet,Electronics,4,515.67,2024-01-17,Benin,,
647,747,Lisa,French,290,Tablet,Electronics,5,175.21,2023-10-15,Japan,,
648,748,Debbie,Andrews,279,Smartwatch,Electronics,1,895.33,2023-11-10,Vanuatu,,
649,749,Kathleen,Daniel,263,Television,Electronics,5,12.54,2024-01-03,Sri Lanka,,
650,750,Crystal,Roberts,224,Television,Electronics,1,477.05,2023-06-26,British Indian Ocean Territory (Chagos Archipelago),,
651,751,Robert,Mclaughlin,226,Microwave,Home Appliances,2,931.85,2024-05-01,New Zealand,,
652,752,Gene,Castro,281,Router,Electronics,4,232.27,2023-09-16,Algeria,,
653,753,Douglas,Tyler,239,Printer,Electronics,3,278.55,2023-10-20,Macedonia,,
654,754,Aaron,Jennings,243,Smart Bulb,Electronics,3,128.21,2023-11-26,Saint Kitts and Nevis,,
655,755,Alyssa,Thompson,242,Headphones,Electronics,2,806.29,2024-05-14,Guadeloupe,,
656,756,John,Johnson,217,Printer,Electronics,1,878.22,2023-12-29,Cape Verde,,
657,757,Sean,Huang,259,Washing Machine,Home Appliances,3,95.52,2024-04-25,Suriname,,
658,758,Amy,Meyer,272,Blender,Home Appliances,3,208.66,2024-04-02,Philippines,,
659,759,Alicia,Ray,242,Electric Kettle,Home Appliances,2,469.29,2024-05-01,United States Virgin Islands,,
660,760,Wayne,Ramirez,203,Vacuum Cleaner,Home Appliances,5,762.88,2023-11-04,Honduras,,
661,761,Carol,Obrien,223,Headphones,Electronics,1,933.07,2024-02-12,Brazil,,
662,762,Elizabeth,Hodge,290,Television,Electronics,5,352.96,2023-07-08,Faroe Islands,,
663,763,Shawn,Watson,238,Camera,Electronics,1,761.34,2023-09-17,Mali,,
664,764,James,Johnson,225,Washing Machine,Home Appliances,1,213.14,2024-06-14,Bermuda,,
665,765,Rebecca,Stein,219,Printer,Electronics,4,961.57,2023-09-07,Guam,,
666,766,Kelly,Rowe,218,Smartwatch,Electronics,1,53.46,2024-04-19,Tunisia,,
667,767,Teresa,Rhodes,216,Router,Electronics,4,703.84,2023-09-13,Saint Kitts and Nevis,,
668,768,Miguel,Boyd,200,Air Conditioner,Home Appliances,1,584.96,2023-10-24,Venezuela,,
669,769,Linda,Miller,259,Printer,Electronics,1,595.98,2024-06-05,Aruba,,
670,770,Mary,Edwards,273,Printer,Electronics,2,244.4,2024-04-15,Georgia,,
671,771,Erica,Lee,235,Toaster,Home Appliances,4,703.72,2024-01-18,Ghana,,
672,772,Bruce,Hernandez,235,Toaster,Home Appliances,4,279.24,2023-08-09,American Samoa,,
673,773,Ashley,Daniels,270,Television,Electronics,2,782.14,2023-10-27,Faroe Islands,,
674,774,Regina,Andrews,221,Headphones,Electronics,1,172.73,2023-07-23,Georgia,,
675,775,Kimberly,Williams,203,Toaster,Home Appliances,4,129.53,2023-12-25,United Kingdom,,
676,776,James,Miller,250,Vacuum Cleaner,Home Appliances,4,315.22,2023-09-03,Romania,,
677,777,Lori,Vaughn,257,Refrigerator,Home Appliances,1,166.04,2024-02-20,Guinea-Bissau,,
678,778,Craig,Chang,268,Electric Kettle,Home Appliances,1,222.87,2023-07-26,Uzbekistan,,
679,779,Laura,Davis,289,Microwave,Home Appliances,1,714.05,2023-12-24,Bhutan,,
680,780,Matthew,Miranda,260,Coffee Maker,Home Appliances,5,58.46,2023-09-23,Yemen,,
681,781,Steven,Scott,246,Washing Machine,Home Appliances,2,40.77,2023-11-25,Cocos (Keeling) Islands,,
682,782,Erin,Valencia,241,Air Conditioner,Home Appliances,5,750.6,2023-12-19,Libyan Arab Jamahiriya,,
683,783,Brian,Mendoza,221,Laptop,Electronics,4,110.89,2023-10-13,Seychelles,,
684,784,Bethany,Garcia,291,Laptop,Electronics,1,71.05,2024-04-30,Botswana,,
685,785,Andrea,Turner,259,Headphones,Electronics,2,825.44,2023-11-28,Namibia,,
686,786,David,Moore,261,Refrigerator,Home Appliances,5,590.26,2023-11-22,Bahrain,,
687,787,Michael,Reynolds,255,Smartphone,Electronics,1,205.77,2024-02-01,Solomon Islands,,
688,788,Cynthia,Bates,209,Microwave,Home Appliances,1,906.03,2024-04-08,Venezuela,,
689,789,Katelyn,Vargas,259,Refrigerator,Home Appliances,1,942.86,2023-10-30,Micronesia,,
690,790,Casey,Blanchard,208,Headphones,Electronics,5,438.82,2024-02-13,Botswana,,
691,791,Patricia,Gray,263,Air Conditioner,Home Appliances,1,388.9,2024-03-02,Panama,,
692,792,Robert,Clay,296,Microwave,Home Appliances,3,222.57,2024-02-28,Sudan,,
693,793,Mary,Chavez,237,Smartwatch,Electronics,3,451.55,2023-11-24,New Zealand,,
694,794,Daniel,Rich,238,Smartphone,Electronics,5,622.98,2024-02-02,South Africa,,
695,795,Tony,Graham,244,Smartwatch,Electronics,4,417.87,2023-07-30,Mozambique,,
696,796,Kayla,Abbott,237,Blender,Home Appliances,1,286.98,2023-07-20,Heard Island and McDonald Islands,,
697,797,April,Castro,245,Printer,Electronics,2,646.23,2023-08-07,Tokelau,,
698,798,Cynthia,Park,250,Router,Electronics,1,989.51,2024-02-23,Ghana,,
699,799,James,Gardner,284,Air Conditioner,Home Appliances,5,783.62,2023-09-01,Lebanon,,
700,800,James,Middleton,253,Electric Kettle,Home Appliances,5,328.39,2023-08-24,France,,
701,801,Brandy,Jones,202,Microwave,Home Appliances,1,325.69,2023-08-20,Saint Helena,,
702,802,Vanessa,Taylor,217,Smartphone,Electronics,3,68.01,2024-03-01,Sri Lanka,,
703,803,Stephanie,Dominguez,254,Heater,Home Appliances,3,769.17,2024-02-23,Cocos (Keeling) Islands,,
704,804,Kristen,Cole,245,Headphones,Electronics,1,255.38,2023-09-21,Colombia,,
705,805,Laura,Bradford,230,Smartwatch,Electronics,5,818.12,2024-03-28,Macao,,
706,806,Joshua,Richardson,204,Television,Electronics,5,848.04,2024-02-01,Liberia,,
707,807,Kevin,Nixon,210,Toaster,Home Appliances,2,184.34,2023-08-20,Saint Lucia,,
708,808,Shannon,Christensen,235,Toaster,Home Appliances,5,37.92,2023-12-23,Malaysia,,
709,809,Lisa,Sanchez,280,Electric Kettle,Home Appliances,5,150.68,2024-04-09,Panama,,
710,810,Mark,Yates,239,Tablet,Electronics,5,315.96,2024-02-19,Austria,,
711,811,Alexandra,Gibson,260,Blender,Home Appliances,1,65.61,2024-02-03,Saint Martin,,
712,812,Tyler,Yates,237,Smartphone,Electronics,5,483.21,2023-08-30,Argentina,,
713,813,Nicole,Acosta,272,Electric Kettle,Home Appliances,2,808.38,2023-10-05,Bahamas,,
714,814,Christopher,Williams,237,Microwave,Home Appliances,3,68.96,2024-05-05,Saint Pierre and Miquelon,,
715,815,John,Martinez,209,Smart Bulb,Electronics,2,776.62,2024-05-21,Slovenia,,
716,816,Luis,Hill,232,Refrigerator,Home Appliances,3,707.49,2023-07-01,Saint Vincent and the Grenadines,,
717,817,Susan,Stevenson,284,Electric Kettle,Home Appliances,1,343.2,2023-12-16,Heard Island and McDonald Islands,,
718,818,Richard,Young,223,Microwave,Home Appliances,2,735.03,2024-05-01,Malta,,
719,819,William,Coffey,276,Air Conditioner,Home Appliances,3,182.46,2024-06-22,Swaziland,,
720,820,Nicole,Gutierrez,249,Vacuum Cleaner,Home Appliances,5,816.31,2023-09-26,Panama,,
721,821,Carol,Lane,244,Washing Machine,Home Appliances,3,136.07,2023-07-17,Norway,,
722,822,Audrey,Jackson,251,Smart Bulb,Electronics,4,852.25,2023-12-27,Gabon,,
723,823,Nicole,Patel,248,Headphones,Electronics,5,325.03,2024-03-17,Romania,,
724,824,Charles,Berg,201,Smart Bulb,Electronics,1,937.32,2023-10-16,Vanuatu,,
725,825,Michael,Nixon,287,Camera,Electronics,1,245.62,2023-07-11,Bhutan,,
726,826,Tina,Reynolds,283,Microwave,Home Appliances,1,823.45,2024-05-24,Faroe Islands,,
727,827,Robert,Scott,274,Air Conditioner,Home Appliances,1,272.56,2023-11-24,Kyrgyz Republic,,
728,828,Dana,Powers,298,Laptop,Electronics,3,264.09,2023-09-09,Maldives,,
729,829,Wendy,Edwards,201,Smartphone,Electronics,1,392.08,2024-03-13,Algeria,,
730,830,Jason,Fox,287,Microwave,Home Appliances,4,498.15,2023-12-16,Guernsey,,
731,831,Darlene,Johnson,279,Toaster,Home Appliances,5,381.59,2023-07-31,Azerbaijan,,
732,832,Sara,Sampson,281,Electric Kettle,Home Appliances,2,171.03,2023-08-12,Russian Federation,,
733,833,Larry,Bennett,297,Smartphone,Electronics,3,29.88,2024-06-09,Oman,,
734,834,Cathy,Rodriguez,223,Refrigerator,Home Appliances,1,348.39,2023-10-02,French Polynesia,,
735,835,Angela,Chavez,235,Microwave,Home Appliances,1,551.58,2024-04-19,Japan,,
736,836,Patricia,Morris,220,Camera,Electronics,5,985.42,2024-04-24,Barbados,,
737,837,Janet,Cook,207,Blender,Home Appliances,4,943.02,2023-10-04,Zimbabwe,,
738,838,Jeremiah,Vasquez,225,Smart Bulb,Electronics,4,165.53,2024-02-18,India,,
739,839,Ashley,Fernandez,255,Camera,Electronics,2,974.65,2023-09-18,New Zealand,,
740,840,Jeremy,Green,204,Heater,Home Appliances,5,272.61,2023-07-24,Barbados,,
741,841,Paula,Smith,263,Washing Machine,Home Appliances,2,104.96,2023-08-22,Palau,,
742,842,Andrew,Myers,219,Electric Kettle,Home Appliances,5,841.46,2024-03-23,Greenland,,
743,843,Kaylee,Case,262,Smartphone,Electronics,3,13.78,2023-12-28,Jordan,,
744,844,Priscilla,Floyd,269,Smartwatch,Electronics,5,485.53,2023-09-21,Afghanistan,,
745,845,Sabrina,Olson,272,Smartphone,Electronics,2,179.12,2024-01-19,Vietnam,,
746,846,Eric,Brown,282,Refrigerator,Home Appliances,4,845.33,2023-07-31,Haiti,,
747,847,Gina,Randall,297,Coffee Maker,Home Appliances,4,494.21,2024-04-18,French Guiana,,
748,848,Julian,Ponce,284,Refrigerator,Home Appliances,5,393.65,2023-09-08,French Southern Territories,,
749,849,Brian,Barker,262,Coffee Maker,Home Appliances,3,194.72,2023-07-28,Turks and Caicos Islands,,
750,850,Collin,Johnson,203,Smartwatch,Electronics,4,470.41,2024-03-31,Namibia,,
751,851,Arthur,Fernandez MD,268,Smartwatch,Electronics,5,71.02,2024-05-14,Sudan,,
752,852,Alexis,Morgan,243,Laptop,Electronics,3,810.1,2024-04-26,Saint Helena,,
753,853,Daniel,Valdez,266,Electric Kettle,Home Appliances,2,558.07,2023-12-21,Wallis and Futuna,,
754,854,Kimberly,Figueroa,229,Heater,Home Appliances,4,965.97,2024-06-19,Barbados,,
755,855,Katherine,Smith,279,Electric Kettle,Home Appliances,2,481.5,2023-07-13,Ecuador,,
756,856,Alexis,Chen,239,Printer,Electronics,1,507.08,2024-05-09,South Africa,,
757,857,Christopher,Garza,213,Laptop,Electronics,4,181.15,2023-08-09,Luxembourg,,
758,858,Connie,Brock,254,Television,Electronics,2,134.92,2023-11-04,Sudan,,
759,859,Miss Erika,Daugherty,273,Refrigerator,Home Appliances,4,209.9,2024-01-24,Burundi,,
760,860,Rebecca,Duran,275,Smart Bulb,Electronics,3,326.55,2023-09-01,Grenada,,
761,861,Charles,Perry,289,Laptop,Electronics,4,560.8,2023-11-16,Mexico,,
762,862,Timothy,Williams,212,Washing Machine,Home Appliances,5,463.58,2024-04-28,Tanzania,,
763,863,Paula,Smith,262,Smart Bulb,Electronics,5,527.34,2023-07-27,Albania,,
764,864,Brandon,Pearson,236,Refrigerator,Home Appliances,4,158.15,2023-12-04,Puerto Rico,,
765,865,Karen,Martinez,218,Laptop,Electronics,5,781.75,2024-02-29,Faroe Islands,,
766,866,David,Thompson,288,Heater,Home Appliances,3,879.11,2023-07-10,Nauru,,
767,867,Lisa,Miller,238,Coffee Maker,Home Appliances,4,576.3,2023-11-08,Italy,,
768,868,Cheryl,Downs,212,Blender,Home Appliances,2,282.66,2024-02-21,Guyana,,
769,869,Kimberly,Robinson,298,Smart Bulb,Electronics,5,684,2024-02-24,Palestinian Territory,,
770,870,Cory,Hogan,287,Blender,Home Appliances,4,890.68,2024-05-18,United States Minor Outlying Islands,,
771,871,Christopher,Livingston Jr.,246,Vacuum Cleaner,Home Appliances,1,748.29,2023-10-14,Cote d'Ivoire,,
772,872,Luis,Wu,258,Toaster,Home Appliances,1,344.49,2023-07-12,Bosnia and Herzegovina,,
773,873,Joshua,Moore,203,Washing Machine,Home Appliances,3,844.42,2023-12-31,Malawi,,
774,874,David,Wallace,274,Television,Electronics,2,307.48,2023-10-30,Italy,,
775,875,Stephanie,Hall,214,Toaster,Home Appliances,3,731.51,2023-10-30,Denmark,,
776,876,Jason,Gonzalez,228,Television,Electronics,4,219.28,2023-07-24,Latvia,,
777,877,Dr. Charles,Reilly,258,Air Conditioner,Home Appliances,5,868.52,2023-09-03,Iceland,,
778,878,Nathan,Chen,234,Router,Electronics,2,74.96,2023-09-12,Grenada,,
779,879,Keith,Ramirez,214,Microwave,Home Appliances,5,880.54,2024-05-21,Lao People's Democratic Republic,,
780,880,Philip,Robinson,237,Headphones,Electronics,2,876.43,2024-02-15,Cayman Islands,,
781,881,Tiffany,Whitehead,273,Smartphone,Electronics,2,42.74,2024-01-26,Timor-Leste,,
782,882,Scott,Burns,227,Camera,Electronics,2,281.24,2024-02-10,Lebanon,,
783,883,Adrian,Patterson,231,Heater,Home Appliances,4,639.06,2023-09-30,Greece,,
784,884,Stephanie,Vargas,219,Smartphone,Electronics,2,378.74,2024-06-14,Montenegro,,
785,885,Andrew,Esparza,293,Microwave,Home Appliances,4,591.01,2024-04-19,Macedonia,,
786,886,James,Pacheco,289,Toaster,Home Appliances,2,839.28,2024-05-09,Bolivia,,
787,887,Bradley,Mullins DDS,252,Refrigerator,Home Appliances,3,37.18,2023-09-18,Bulgaria,,
788,888,Matthew,Davis,261,Headphones,Electronics,5,782.03,2024-03-11,Gambia,,
789,889,Shannon,Burgess,203,Television,Electronics,2,680.92,2023-12-19,Kyrgyz Republic,,
790,890,Michael,Lopez,247,Coffee Maker,Home Appliances,5,29.85,2024-02-24,Kyrgyz Republic,,
791,891,Shannon,Jones,288,Tablet,Electronics,2,650.9,2023-11-02,Malta,,
792,892,Paul,Wolfe,278,Television,Electronics,3,612.26,2024-01-22,Montserrat,,
793,893,Michael,Oliver,242,Washing Machine,Home Appliances,4,896.53,2024-04-06,Venezuela,,
794,894,Susan,Cox,206,Air Conditioner,Home Appliances,3,226.03,2023-08-08,Hungary,,
795,895,Andrew,Richardson,282,Heater,Home Appliances,5,403.18,2024-01-29,Romania,,
796,896,Patricia,Taylor,242,Smartphone,Electronics,5,999.44,2023-09-26,Mauritania,,
797,897,Nancy,Goodwin,289,Heater,Home Appliances,5,612.96,2023-09-15,Sao Tome and Principe,,
798,898,Erica,Hurst,264,Refrigerator,Home Appliances,4,73.2,2024-03-16,Jamaica,,
799,899,Jake,Chavez,264,Toaster,Home Appliances,3,268.54,2024-01-16,Switzerland,,
800,900,Joseph,Bryan,237,Vacuum Cleaner,Home Appliances,2,522.12,2023-12-18,Nicaragua,,
801,901,Theresa,Lamb,208,Smartphone,Electronics,5,410.06,2023-09-07,Uganda,,
802,902,James,White,209,Microwave,Home Appliances,1,658.85,2023-08-07,Chad,,
803,903,Charles,Hernandez,226,Washing Machine,Home Appliances,4,410.55,2024-01-14,Zambia,,
804,904,Jason,Fleming,216,Smart Bulb,Electronics,5,817.85,2023-12-27,Guatemala,,
805,905,Matthew,Carter,208,Vacuum Cleaner,Home Appliances,5,641.93,2023-07-04,Tunisia,,
806,906,Travis,Newman,252,Toaster,Home Appliances,5,307.19,2024-02-05,Guam,,
807,907,Erin,Watkins,289,Router,Electronics,2,300.85,2024-01-17,Tajikistan,,
808,908,Eric,Anderson,239,Microwave,Home Appliances,3,727.93,2023-08-31,Somalia,,
809,909,Jacob,Roberts,206,Camera,Electronics,1,230.03,2023-08-22,Guinea,,
810,910,Christopher,Glass,291,Smartwatch,Electronics,4,790.21,2024-01-19,France,,
811,911,Sara,Schwartz,285,Toaster,Home Appliances,3,589.71,2024-04-29,Cape Verde,,
812,912,Andrew,Stewart,216,Refrigerator,Home Appliances,4,63.14,2023-12-14,Eritrea,,
813,913,Justin,Johnson,240,Tablet,Electronics,2,505.47,2023-11-06,Cameroon,,
814,914,William,Ferguson,215,Heater,Home Appliances,3,418.98,2024-06-17,Anguilla,,
815,915,Patricia,Gould,240,Headphones,Electronics,2,349.24,2023-08-25,Albania,,
816,916,Katie,Holland,237,Microwave,Home Appliances,3,863.77,2023-12-27,Ukraine,,
817,917,Nicole,Mcknight,285,Laptop,Electronics,4,339.3,2023-08-22,South Georgia and the South Sandwich Islands,,
818,918,Tammy,Morgan,214,Camera,Electronics,1,14.67,2024-04-05,Lesotho,,
819,919,Juan,Parker,251,Vacuum Cleaner,Home Appliances,2,580.52,2024-02-20,Tajikistan,,
820,920,Brandon,Brown,282,Tablet,Electronics,1,138.11,2023-09-09,Mozambique,,
821,921,Timothy,Ramirez,202,Coffee Maker,Home Appliances,4,434.74,2023-07-28,Martinique,,
822,922,Michael,Miller,265,Coffee Maker,Home Appliances,1,47.35,2023-11-26,Congo,,
823,923,Larry,Harding,285,Camera,Electronics,1,893.09,2023-11-13,Indonesia,,
824,924,Jessica,Hughes,201,Smartphone,Electronics,1,630.42,2023-10-14,Guatemala,,
825,925,Jeremy,Hoffman,227,Television,Electronics,3,318.97,2024-04-03,Tuvalu,,
826,926,Jennifer,Ramos,220,Printer,Electronics,5,592.78,2024-05-03,Saint Lucia,,
827,927,Jennifer,Houston,276,Laptop,Electronics,1,305.22,2023-07-29,Cambodia,,
828,928,William,Fox,242,Air Conditioner,Home Appliances,5,600.41,2023-07-21,Venezuela,,
829,929,Ann,Ortiz,234,Coffee Maker,Home Appliances,2,349.31,2023-12-03,China,,
830,930,Keith,Melendez,225,Toaster,Home Appliances,2,173.23,2023-09-06,Syrian Arab Republic,,
831,931,John,Carson,238,Blender,Home Appliances,2,232.08,2024-05-15,Mozambique,,
832,932,Patrick,Walker DDS,219,Television,Electronics,1,593.8,2023-10-06,French Southern Territories,,
833,933,Kaitlyn,Valdez,236,Laptop,Electronics,3,714,2023-12-05,Christmas Island,,
834,934,Maria,Johnson,297,Printer,Electronics,3,773.54,2023-10-11,Lithuania,,
835,935,Heidi,Castillo,255,Smart Bulb,Electronics,1,665.35,2024-05-28,Eritrea,,
836,936,Valerie,Cardenas,247,Smartphone,Electronics,1,422.61,2024-01-11,Saint Martin,,
837,937,David,Perkins,218,Refrigerator,Home Appliances,5,260.21,2023-10-28,Kyrgyz Republic,,
838,938,Heather,Brown,246,Television,Electronics,1,308.11,2023-12-05,Norfolk Island,,
839,939,Eddie,Fowler,209,Router,Electronics,3,626.57,2024-01-11,Congo,,
840,940,Pamela,George,221,Printer,Electronics,1,516.47,2024-01-23,Gibraltar,,
841,941,Ryan,Marsh,234,Smartwatch,Electronics,1,786.91,2024-03-18,Qatar,,
842,942,Joseph,Bell,218,Vacuum Cleaner,Home Appliances,5,207.75,2023-07-01,Burundi,,
843,943,Richard,Jenkins,220,Heater,Home Appliances,2,364.34,2023-08-04,Cuba,,
844,944,Sandra,Pope,271,Washing Machine,Home Appliances,2,49.01,2024-02-19,Portugal,,
845,945,Sarah,Marquez,289,Vacuum Cleaner,Home Appliances,4,337.3,2024-04-14,Spain,,
846,946,Thomas,Wilson,216,Smartphone,Electronics,1,907.81,2024-06-18,Andorra,,
847,947,Michael,Taylor,256,Microwave,Home Appliances,1,781.73,2024-06-05,Nauru,,
848,948,Gloria,Mckinney,203,Laptop,Electronics,3,647.89,2024-04-10,Suriname,,
849,949,Scott,Thomas,229,Washing Machine,Home Appliances,3,469.63,2023-10-23,Brunei Darussalam,,
850,950,Blake,Vazquez,214,Headphones,Electronics,1,853.73,2023-07-26,Andorra,,
851,951,Mr. Craig,Johnson,284,Toaster,Home Appliances,4,741.15,2024-01-11,Namibia,,
852,952,Terry,Williams,238,Smartphone,Electronics,1,853.48,2024-03-11,Algeria,,
853,953,Caleb,Guzman,275,Camera,Electronics,3,895.58,2024-06-09,Cook Islands,,
854,954,Alyssa,Thomas,295,Refrigerator,Home Appliances,3,816.81,2024-06-25,Fiji,,
855,955,Christopher,Mason,293,Laptop,Electronics,4,406.25,2024-02-19,Dominican Republic,,
856,956,Annette,Lane,201,Washing Machine,Home Appliances,4,693,2024-01-17,Cuba,,
857,957,Douglas,Winters,268,Coffee Maker,Home Appliances,2,121.93,2023-06-27,Saint Kitts and Nevis,,
